object_id,museum_id,title,artist,artist_province,dynasty,artist_wikidata_id,artist_birth,artist_death,artist_bio,artist_wikipedia_summary,artist_enriched_at,period,period_start_year,period_end_year,type,material,culture,description,provenance,bibliography,dimensions,museum,location,detail_url,image_url,image_urls,iiif_manifest_url,image_path,image_paths,image_count,credit_line,accession_number,source_updated_at,crawl_date
15.896,3,"Ducks and magpies, peonies, bamboo, and tigerlily",,,Ming（明）,,,,,,,"Ming dynasty, 15th century",1401,1500,Paintings,Ink and color on silk,Chinese,"Ming dynasty, 15th century Paintings Ink and color on silk Chinese 1915, purchased in China by the MFA. (Accession Date: June 3, 1915)","1915, purchased in China by the MFA. (Accession Date: June 3, 1915)",,"Overall: 172.3 x 104.4cm (67 13/16 x 41 1/8in.)
Other (Overall): 267 x 139cm (105 1/8 x 54 3/4in.)","Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/313/ducks-and-magpies-peonies-bamboo-and-tigerlily,https://collections.mfa.org/internal/media/dispatcher/740773/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\ducks-and-magpies-peonies-bamboo-and-tigerlily.jpg,,,Chinese and Japanese Special Fund,15.896,,2026-05-28
29.1155,3,An imagined view of the E-pang Palace,"Yuan Yao (Chinese, active around 1740–1780)",,Qing（清）,,,,,,,"Qing dynasty, Qianlong period, 1744",1744,1744,Paintings,Ink and color on silk,Chinese,"Qing dynasty, Qianlong period, 1744 Paintings Ink and color on silk Yuan Yao (Chinese, active around 1740–1780) Chinese Lent by Isaac T. Headland, Dec. 15, 1909. Purchased by E. J. Holmes,  August 16, 1929. Lent by E. J. Holmes, Sept. 6, 1929.","Lent by Isaac T. Headland, Dec. 15, 1909. Purchased by E. J. Holmes,  August 16, 1929. Lent by E. J. Holmes, Sept. 6, 1929.",,"Overall: 172.6 x 127cm (67 15/16 x 50in.)
Other (Overall): 316.5 x 155cm (124 5/8 x 61in.)","Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/316/an-imagined-view-of-the-epang-palace,https://collections.mfa.org/internal/media/dispatcher/1514128/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\an-imagined-view-of-the-epang-palace.jpg,,,Gift of Edward Jackson Holmes,29.1155,,2026-05-28
56.496,3,Imaginative landscape,Li Yin (active 1694–1707),,Qing（清）,,,,,,,"Qing dynasty, Late 17th–early 18th century",1701,1800,Paintings,Ink on silk,Chinese,"Qing dynasty, Late 17th–early 18th century Paintings Ink on silk Li Yin (active 1694–1707) Chinese",,,"Overall: 184 x 80cm (72 7/16 x 31 1/2in.)
Other (Overall): 276 × 91.4 cm (108 11/16 × 36 in.)","Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/318/imaginative-landscape,https://collections.mfa.org/internal/media/dispatcher/1617068/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\imaginative-landscape.jpg,,,Keith McLeod Fund,56.496,,2026-05-28
17.746,3,Mongol hunters,"Formerly attributed to: Zhao Mengfu (Chinese, 1254–1322)",,Yuan（元）,,,,,,,"Yuan dynasty, late 14th century",1301,1400,Paintings,"Ink, color, and gold on silk",Chinese,"Yuan dynasty, late 14th century Paintings Ink, color, and gold on silk Formerly attributed to: Zhao Mengfu (Chinese, 1254–1322) Chinese Ross Collection.  Lent by Denman W. Ross, Sept. 30, 1913.","Ross Collection.  Lent by Denman W. Ross, Sept. 30, 1913.",,110.5 x 66.2 cm (43 5/16 x 26 1/16 in.),"Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/332/mongol-hunters,https://collections.mfa.org/internal/media/dispatcher/726526/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\mongol-hunters.jpg,,,Denman Waldo Ross Collection,17.746,,2026-05-28
05.210,3,"Birds, hibiscus, bamboo, and rock","Unidentified artist 佚名 (Chinese, active 15th century)",,Ming（明）,,,,,,,"Ming dynasty, 15th century",1401,1500,Paintings,Ink and color on silk,Chinese,"Ming dynasty, 15th century Paintings Ink and color on silk Unidentified artist 佚名 (Chinese, active 15th century) Chinese",,,Overall: 134.5 x 80.3 cm (52 15/16 x 31 5/8 in.),"Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/336/birds-hibiscus-bamboo-and-rock,https://collections.mfa.org/internal/media/dispatcher/726723/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\birds-hibiscus-bamboo-and-rock.jpg,,,Chinese and Japanese Special Fund,05.210,,2026-05-28
11.6157,3,Shakyamuni meditating as an ascetic,"Unidentified artist 佚名 (Chinese, late 14th century)",,Yuan（元）,,,,,,,"Late Yuan or early Ming dynasty, late 14th century",1301,1400,Paintings,"Ink, color, and gold on silk",Chinese,"Late Yuan or early Ming dynasty, late 14th century Paintings Ink, color, and gold on silk Unidentified artist 佚名 (Chinese, late 14th century) Chinese By 1911, purchased by William Sturgis Bigelow (b. 1850 - d. 1926), Boston [see note 1]; 1911, gift of Bigelow to the MFA. (Accession Date: August 3, 1911)
NOTES:
[1]  Much of Bigelow's collection of Asian art was formed during his residence in Japan between 1882 and 1889, although he also made acquisitions in Europe and the United States.  Bigelow deposited many of these objects at the MFA in 1890 before donating them to the Museum's collection at later dates.","By 1911, purchased by William Sturgis Bigelow (b. 1850 - d. 1926), Boston [see note 1]; 1911, gift of Bigelow to the MFA. (Accession Date: August 3, 1911)
NOTES:
[1]  Much of Bigelow's collection of Asian art was formed during his residence in Japan between 1882 and 1889, although he also made acquisitions in Europe and the United States.  Bigelow deposited many of these objects at the MFA in 1890 before donating them to the Museum's collection at later dates.",,125.2 x 59.9 cm (49 5/16 x 23 9/16 in.),"Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/339/shakyamuni-meditating-as-an-ascetic,https://collections.mfa.org/internal/media/dispatcher/726836/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\shakyamuni-meditating-as-an-ascetic.jpg,,,William Sturgis Bigelow Collection,11.6157,,2026-05-28
1974.528,3,Selling fish on a snowy river,"Style of: Wu Wei (Chinese, 1459–1508)",,Qing（清）,,,,,,,"Ming dynasty, Late 16th–early 17th century",1601,1700,Paintings,Ink and color on silk,Chinese,"Ming dynasty, Late 16th–early 17th century Paintings Ink and color on silk Style of: Wu Wei (Chinese, 1459–1508) Chinese",,,179.5 x 93 cm (70 11/16 x 36 5/8 in.); Legacy dimension: 178.6 x 155.0 cm,"Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/341/selling-fish-on-a-snowy-river,https://collections.mfa.org/internal/media/dispatcher/726871/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\selling-fish-on-a-snowy-river.jpg,,,Gift of Mr. and Mrs. Paul Bernat,1974.528,,2026-05-28
1973.173,3,One Thousand Peaks and Ten Thousand Valleys,"Song Xu (Chinese, 1525–1605)",Zhejiang,Ming（明）,,,,,,,"Ming dynasty, 1604",1604,1604,Paintings,Ink and colors on silk,Chinese,"Jiaxing, Zhejiang, China Ming dynasty, 1604 Ink and colors on silk Chinese",,,"Overall: 163 x 75.6cm (64 3/16 x 29 3/4in.)
Other (Overall): 261 x 103cm (102 3/4 x 40 9/16in.)","Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/347/one-thousand-peaks-and-ten-thousand-valleys,https://collections.mfa.org/internal/media/dispatcher/1454662/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\one-thousand-peaks-and-ten-thousand-valleys.jpg,,,Keith McLeod Fund,1973.173,,2026-05-28
15.891,3,Four scholars under plum tree,Formerly attributed to: Qin Yun (Chinese),,Qing（清）,,,,,,,"Qing dynasty, 18th century",1701,1800,Paintings,Ink and color on silk,Chinese,"Qing dynasty, 18th century Paintings Ink and color on silk Formerly attributed to: Qin Yun (Chinese) Chinese Bought in China.",Bought in China.,,"Image: 186.5 x 95.6cm (73 7/16 x 37 5/8in.)
Overall: 290 x 119.5cm (114 3/16 x 47 1/16in.)","Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/350/four-scholars-under-plum-tree,https://collections.mfa.org/internal/media/dispatcher/740837/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\four-scholars-under-plum-tree.jpg,,,Chinese and Japanese Special Fund,15.891,,2026-05-28
14.76,3,Spring outing,"Zhou Chen (Chinese, 1450–1535)",,Ming（明）,,,,,,,"Ming dynasty, 1368–1644",1368,1644,Paintings,Ink and color on silk,Chinese,"Ming dynasty, 1368–1644 Paintings Ink and color on silk Zhou Chen (Chinese, 1450–1535) Chinese 1913, with a Mr. Re, China; October 5, 1913, sold by Mr. Re to Hayasaki Kokichi (b. 1874 - d. 1956) [see note 1] and taken to Japan; December, 1913, shipped to Boston and purchased by the MFA.  (Accession Date: January 8, 1914)
NOTES:
[1] The MFA's purchasing agent in China.","1913, with a Mr. Re, China; October 5, 1913, sold by Mr. Re to Hayasaki Kokichi (b. 1874 - d. 1956) [see note 1] and taken to Japan; December, 1913, shipped to Boston and purchased by the MFA.  (Accession Date: January 8, 1914)
NOTES:
[1] The MFA's purchasing agent in China.",,"Image: 194.7 x 107.8cm (76 5/8 x 42 7/16in.)
Overall: 331 x 136cm (130 5/16 x 53 9/16in.)","Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/353/spring-outing,https://collections.mfa.org/internal/media/dispatcher/977830/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\spring-outing.jpg,,,Chinese and Japanese Special Fund,14.76,,2026-05-28
1974.305,3,Calligraphy in running style,"Kang Youwei (Chinese, 1858–1927)",,Qing（清）,,,,,,,"Qing dynasty, early 20th century",1901,2000,Books & Calligraphy,Ink on paper,Chinese,"Qing dynasty, early 20th century Books & Calligraphy Ink on paper Kang Youwei (Chinese, 1858–1927) Chinese",,,145.3 x 82.3 cm (57 3/16 x 32 3/8 in.),"Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/355/calligraphy-in-running-style,https://collections.mfa.org/internal/media/dispatcher/728124/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\calligraphy-in-running-style.jpg,,,Marshall H. Gould Fund,1974.305,,2026-05-28
14.54,3,A fisherman's abode after rain,"Attributed to: Xia Gui (Chinese, active about 1195 – 1230)",,Southern Song（南宋）,,,,,,,"Southern Song dynasty, end of 12th century",1101,1200,Paintings,Ink and color on silk,Chinese,"Southern Song dynasty, end of 12th century Paintings Ink and color on silk Attributed to: Xia Gui (Chinese, active about 1195 – 1230) Chinese 1913, with a Mr. Re, China; October 5, 1913, sold by Mr. Re to Hayasaki Kokichi (b. 1874 - d. 1956) [see note 1] and taken to Japan; December, 1913, shipped to Boston and purchased by the MFA.  (Accession Date: January 8, 1914)
NOTES:
[1] The MFA's purchasing agent in China.","1913, with a Mr. Re, China; October 5, 1913, sold by Mr. Re to Hayasaki Kokichi (b. 1874 - d. 1956) [see note 1] and taken to Japan; December, 1913, shipped to Boston and purchased by the MFA.  (Accession Date: January 8, 1914)
NOTES:
[1] The MFA's purchasing agent in China.",,"Image: 144.5 × 101 cm (56 7/8 × 39 3/4 in.)
Mount: 284.3 × 116 cm (111 15/16 × 45 11/16 in.)
Overall (with two-point hanging height and end-knobs width): 290 × 127 cm (114 3/16 × 50 in.)","Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/358/a-fishermans-abode-after-rain,https://collections.mfa.org/internal/media/dispatcher/1280480/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\a-fishermans-abode-after-rain.jpg,,,Chinese and Japanese Special Fund,14.54,,2026-05-28
14.80,3,Shakyamuni enthroned amid clouds,"Unidentified Sino-Tibetan Buddhist painter (Sino-Tibetan, active 19th century)",Tibet,Qing（清）,,,,,,,"Qing dynasty, 19th century",1801,1900,Paintings,Mineral color and gold on silk,Chinese,"Qing dynasty, 19th century Paintings Mineral color and gold on silk Unidentified Sino-Tibetan Buddhist painter (Sino-Tibetan, active 19th century) Chinese 1913, with a Mr. Re, China; October 5, 1913, sold by Mr. Re to Hayasaki Kokichi (b. 1874 - d. 1956) [see note 1] and taken to Japan; December, 1913, shipped to Boston and purchased by the MFA.  (Accession Date: January 8, 1914)
NOTES:
[1] The MFA's purchasing agent in China.","1913, with a Mr. Re, China; October 5, 1913, sold by Mr. Re to Hayasaki Kokichi (b. 1874 - d. 1956) [see note 1] and taken to Japan; December, 1913, shipped to Boston and purchased by the MFA.  (Accession Date: January 8, 1914)
NOTES:
[1] The MFA's purchasing agent in China.",,188.6 x 96.7 cm (74 1/4 x 38 1/16 in.),"Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/360/shakyamuni-enthroned-amid-clouds,https://collections.mfa.org/internal/media/dispatcher/728340/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\shakyamuni-enthroned-amid-clouds.jpg,,,Chinese and Japanese Special Fund,14.80,,2026-05-28
17.698,3,Men and horses at a stream,"Formerly attributed to: Zhao Mengfu (Chinese, 1254–1322)",,Qing（清）,,,,,,,"Qing dynasty, 17th century",1601,1700,Paintings,Ink and color on silk,Chinese,"Qing dynasty, 17th century Paintings Ink and color on silk Formerly attributed to: Zhao Mengfu (Chinese, 1254–1322) Chinese Ross Collection.  Lent by Denman W. Ross, March 6, 1911.","Ross Collection.  Lent by Denman W. Ross, March 6, 1911.",,117 x 62.5 cm (46 1/16 x 24 5/8 in.),"Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/365/men-and-horses-at-a-stream,https://collections.mfa.org/internal/media/dispatcher/978305/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\men-and-horses-at-a-stream.jpg,,,Denman Waldo Ross Collection,17.698,,2026-05-28
85.21,3,Sleeve facing,,,Qing（清）,,,,,,,"Qing dynasty, late 19th century",1801,1900,Textiles,Silk damask; embroidered,Chinese,"Sleeve facing with design of chrysanthemums, peonies, butterflies in blues, brown, yellow-green, purple, lavender and white silk embroidery on a blue silk damask ground.","Gift of Charles Henry Parker, from the Estate of Alfred Greenough, to the MFA on April 9, 1885",,Height x width: 3 3/8 x 24 7/16 in. (8.5 x 62 cm),"Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/6253/sleeve-facing,https://collections.mfa.org/internal/media/dispatcher/895090/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\sleeve-facing.jpg,,,Alfred Greenough Collection,85.21,,2026-05-28
86.68,3,Fragment of silk damask,,,Qing（清）,,,,,,,"Qing dynasty, 19th century",1801,1900,Textiles,Silk damask; pieced,Chinese,Fragment of dark reddish-brown silk damask with woven pattern of auspicious clouds; contructed of two pieces stitched together.,"Purchased in China by Mr. Edward Cunningham around 1850; gift from Mrs. Asa Gray to the MFA, April 14, 1885",,Height x width: 13 x 31.5 cm (5 1/8 x 12 3/8 in.),"Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/6305/fragment-of-silk-damask,https://collections.mfa.org/internal/media/dispatcher/1036878/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\fragment-of-silk-damask.jpg,,,Gift of Mrs. Asa Gray,86.68,,2026-05-28
87.38,3,Handkerchief (?),,,Five Dynasties（五代）,,,,,,,"Qing dynasty, 1800–25",25,1800,Textiles,Cotton plain weave embroidered with floss silk,Chinese (in Indonesia?),"Square cloth of white plain-weave cotton ground with design of central medallion composed of two phoenix and flowers surrounded by phoenix, lotus and other floral motifs embroidered in shades of blue and brown silk; narrow of border or repeating floral motifs.","Gift of Miss Salome H. Snow to the MFA April 28, 1887.  Transferred from Asiatic Dept. to Textiles.",,Overall: 53.5 x 56 cm (21 1/16 x 22 1/16 in.),"Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/6330/handkerchief-,https://collections.mfa.org/internal/media/dispatcher/1036881/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\handkerchief-.jpg,,,Gift of Miss Salome H. Snow,87.38,,2026-05-28
92.2699,3,Teapot,,,Qing（清）,,,,,,,"Qing dynasty, 18th–19th century",1801,1900,Ceramics,"Earthenware, Yixing ware",Chinese,"Qing dynasty, 18th–19th century Ceramics Earthenware, Yixing ware Chinese",,,Overall: 13.3 x 17.4cm (5 1/4 x 6 7/8in.),"Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/6390/teapot,https://collections.mfa.org/internal/media/dispatcher/736774/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\teapot.jpg,,,Gift of Mrs. Asa Gray,92.2699,,2026-05-28
92.2707a-b,3,Covered Incense Box,,,Ming（明）,,,,,,,"Ming dynasty, early 16th century",1501,1600,Lacquer works,Carved red lacquer,Chinese,"China Ming dynasty, early 16th century Carved red lacquer Chinese",,,H. 4.1 x Dia. 7.2 cm (1 5/8 x 2 13/16 in.),"Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/6395/covered-incense-box,https://collections.mfa.org/internal/media/dispatcher/1245475/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\covered-incense-box.jpg,,,Gift of Mrs. Henry P. Sturgis,92.2707a-b,,2026-05-28
92.2718a-b,3,Fan with decoration of storytellers and a garden scene,,,Qing（清）,,,,,,,"Qing dynasty, late 19th century",1801,1900,Textiles,Silk embroidery with painted ivory elements; Embroidery and carved shell applique with kingfisher feathers,Chinese,"Qing dynasty, late 19th century Textiles Silk embroidery with painted ivory elements; Embroidery and carved shell applique with kingfisher feathers Chinese",,,"Overall: 27.4 x 27.8cm (10 13/16 x 10 15/16in.)
Other (Overall): 29 x 29cm (11 7/16 x 11 7/16in.)
Other (Including handle): 43.8cm (17 1/4in.)","Museum of Fine Arts, Boston","Boston, MA, USA",https://collections.mfa.org/objects/6403/fan-with-decoration-of-storytellers-and-a-garden-scene,https://collections.mfa.org/internal/media/dispatcher/781262/preview,,,C:\Users\Administrator\Desktop\mfa\mfa\fan-with-decoration-of-storytellers-and-a-garden-scene.jpg,,,Gift of Mrs. Henry P. Sturgis,92.2718a-b,,2026-05-28
